Stkcd,Accper,Typrep,A003100000,A003000000
600751,9/30/2015,A,12035802731.17 ,12027256160.23 
600751,6/30/2015,A,11988878548.83 ,11980332008.21 
600751,3/31/2015,A,11896852010.49 ,11888306569.61 
600753,9/30/2015,A,145564702.92 ,166650943.04 
600753,6/30/2015,A,100087320.32 ,120902859.38 
600753,3/31/2015,A,101207100.00 ,122211591.84 
600754,9/30/2015,A,8004703325.86 ,8204311757.80 
600754,6/30/2015,A,8304494981.76 ,8505764396.64 
600754,3/31/2015,A,8656323884.58 ,8789405327.19 
600755,9/30/2015,A,7722029532.99 ,8539703523.32 
600755,6/30/2015,A,7712204767.38 ,8542015035.46 
600755,3/31/2015,A,7589755139.90 ,8588254591.50 
600756,9/30/2015,A,898786418.58 ,900697769.54 
600756,6/30/2015,A,865607279.64 ,868087419.72 
600756,3/31/2015,A,866542018.50 ,869363310.15 
600757,9/30/2015,A,5025961346.19 ,5115954385.75 
600757,6/30/2015,A,4960143462.52 ,5039420884.60 
600757,3/31/2015,A,4799608826.80 ,4890120245.85 
600758,9/30/2015,A,339827317.31 ,339827317.31 
600758,6/30/2015,A,345776773.83 ,345776773.83 
600758,3/31/2015,A,353374362.66 ,353374362.66 
600759,9/30/2015,A,4878561223.27 ,5054919930.85 
600759,6/30/2015,A,5425839460.26 ,5598881463.52 
600759,3/31/2015,A,5361643435.33 ,5533069998.05 
600760,9/30/2015,A,492971056.32 ,665347538.88 
600760,6/30/2015,A,532650342.12 ,678077264.89 
600760,3/31/2015,A,571788578.01 ,730050989.26 
600761,9/30/2015,A,3935825176.37 ,4085940290.87 
600761,6/30/2015,A,3868427604.68 ,4009844346.38 
600761,3/31/2015,A,3922175838.17 ,4053723810.76 
600763,9/30/2015,A,752048224.59 ,818884827.40 
600763,6/30/2015,A,697498262.28 ,761475629.28 
600763,3/31/2015,A,661041332.99 ,723412113.23 
600764,9/30/2015,A,605214257.06 ,727792285.98 
600764,6/30/2015,A,604418446.38 ,724589802.87 
600764,3/31/2015,A,618170538.43 ,742819090.92 
600765,9/30/2015,A,3648575068.46 ,4441456621.12 
600765,6/30/2015,A,3529435057.39 ,4390326253.13 
600765,3/31/2015,A,3568409177.86 ,4445405583.76 
600766,9/30/2015,A,55621634.25 ,55621634.25 
600766,6/30/2015,A,34653028.54 ,34653028.54 
600766,3/31/2015,A,34366089.91 ,34366089.91 
600767,9/30/2015,A,335838417.43 ,400368159.61 
600767,6/30/2015,A,350139841.54 ,377883750.24 
600767,3/31/2015,A,357736725.77 ,386485758.31 
600768,9/30/2015,A,69383410.86 ,69383410.86 
600768,6/30/2015,A,80449177.51 ,80449177.51 
600768,3/31/2015,A,89384079.95 ,89384079.95 
600769,9/30/2015,A,42775172.02 ,44084802.12 
600769,6/30/2015,A,42651889.24 ,43964128.32 
600769,3/31/2015,A,37887475.12 ,39175820.04 
600770,9/30/2015,A,3408789868.22 ,4623748744.37 
600770,6/30/2015,A,3386065980.14 ,4543528278.56 
600770,3/31/2015,A,3300326099.55 ,4419371065.41 
600771,9/30/2015,A,706636203.62 ,726584645.27 
600771,6/30/2015,A,84880873.77 ,107449353.33 
600771,3/31/2015,A,82943926.07 ,99727218.39 
600773,9/30/2015,A,2460735999.39 ,2552667111.60 
600773,6/30/2015,A,2457757749.03 ,2549682624.37 
600773,3/31/2015,A,2443162540.50 ,2535618614.41 
600774,9/30/2015,A,566072582.50 ,688155918.66 
600774,6/30/2015,A,567378788.57 ,689253285.26 
600774,3/31/2015,A,565082370.19 ,686647440.24 
600775,9/30/2015,A,3232442937.35 ,3423221720.70 
600775,6/30/2015,A,3207165208.46 ,3422742132.11 
600775,3/31/2015,A,3211567033.92 ,3416410245.31 
600776,9/30/2015,A,2887842653.06 ,2926725333.40 
600776,6/30/2015,A,2866329333.64 ,2905782511.41 
600776,3/31/2015,A,2893518685.63 ,2933481881.35 
600777,9/30/2015,A,1107614881.57 ,1730050413.96 
600777,6/30/2015,A,1138190852.32 ,1756828526.61 
600777,3/31/2015,A,1148789644.89 ,1765050937.08 
600778,9/30/2015,A,1630764906.15 ,2024273437.17 
600778,6/30/2015,A,1670672169.32 ,2033330178.62 
600778,3/31/2015,A,1745828206.80 ,2106431983.63 
600779,9/30/2015,A,1276731265.77 ,1276731265.77 
600779,6/30/2015,A,1256121519.84 ,1256121519.84 
600779,3/31/2015,A,1254060605.04 ,1254060605.04 
600780,9/30/2015,A,4473359536.42 ,4536083555.77 
600780,6/30/2015,A,4384227405.16 ,4445849085.59 
600780,3/31/2015,A,4481527250.16 ,4546533796.11 
600781,9/30/2015,A,350028930.22 ,414866939.51 
600781,6/30/2015,A,352941225.14 ,416117359.98 
600781,3/31/2015,A,347455209.92 ,409389288.36 
600782,9/30/2015,A,7796647086.39 ,8297475455.55 
600782,6/30/2015,A,7900974836.02 ,8404736108.58 
600782,3/31/2015,A,7920885549.49 ,8427807247.60 
600783,9/30/2015,A,3372304192.39 ,3521770358.03 
600783,6/30/2015,A,3508663745.38 ,3656893304.75 
600783,3/31/2015,A,3361852330.28 ,3520208037.83 
600784,9/30/2015,A,1509752452.77 ,1716636838.30 
600784,6/30/2015,A,1506106641.49 ,1712087303.77 
600784,3/31/2015,A,1505186081.30 ,1709324054.09 
600785,9/30/2015,A,1853573898.85 ,1844343364.31 
600785,6/30/2015,A,1842469341.72 ,1839471757.30 
600785,3/31/2015,A,1798969781.74 ,1802518260.57 
600787,9/30/2015,A,6434578906.05 ,6496233480.20 
600787,6/30/2015,A,6414949425.41 ,6479775422.92 
600787,3/31/2015,A,6110542826.10 ,6176531111.73 
600789,9/30/2015,A,1811180865.57 ,1907720476.38 
600789,6/30/2015,A,1815491235.68 ,1911725197.26 
600789,3/31/2015,A,1410851173.56 ,1506867474.70 
600790,9/30/2015,A,3631335910.62 ,3637539309.25 
600790,6/30/2015,A,3576394073.51 ,3582525317.19 
600790,3/31/2015,A,3485948932.76 ,3492359212.21 
600791,9/30/2015,A,1481940123.83 ,2029938969.52 
600791,6/30/2015,A,1456080057.84 ,1984905715.24 
600791,3/31/2015,A,1417568600.29 ,2009712157.75 
600792,9/30/2015,A,3099288278.87 ,3099288278.87 
600792,6/30/2015,A,3238608188.19 ,3238608188.19 
600792,3/31/2015,A,3344492100.08 ,3344492100.08 
600793,9/30/2015,A,28909003.37 ,28909003.37 
600793,6/30/2015,A,29968181.20 ,29968181.20 
600793,3/31/2015,A,38462913.59 ,38462913.59 
600794,9/30/2015,A,1788159665.67 ,1817116215.24 
600794,6/30/2015,A,1820689263.75 ,1849452541.44 
600794,3/31/2015,A,1753501759.54 ,1780436622.44 
600795,9/30/2015,A,51053648346.16 ,70857239889.56 
600795,6/30/2015,A,52708467030.92 ,71790043531.48 
600795,3/31/2015,A,50970494811.94 ,70170873410.22 
600796,9/30/2015,A,560893028.30 ,583804117.55 
600796,6/30/2015,A,557936973.08 ,579591762.16 
600796,3/31/2015,A,551610250.54 ,573550064.14 
600797,9/30/2015,A,1585827789.12 ,1720622911.97 
600797,6/30/2015,A,1625637050.40 ,1758186759.62 
600797,3/31/2015,A,1519911332.37 ,1670446729.79 
600798,9/30/2015,A,2629256136.02 ,3090088929.91 
600798,6/30/2015,A,2622232647.97 ,3078140513.52 
600798,3/31/2015,A,2031848757.95 ,2486494143.11 
600800,9/30/2015,A,99965582.57 ,73607711.55 
600800,6/30/2015,A,109595769.33 ,83802948.84 
600800,3/31/2015,A,94198078.57 ,68850406.97 
600801,9/30/2015,A,9647177308.00 ,11057263253.00 
600801,6/30/2015,A,9597797624.00 ,10946624685.00 
600801,3/31/2015,A,9798014495.00 ,11147411041.00 
600802,9/30/2015,A,1045043584.31 ,1759112101.15 
600802,6/30/2015,A,1254550489.01 ,1988399381.83 
600802,3/31/2015,A,1343799587.36 ,2096410294.73 
600803,9/30/2015,A,3936356933.96 ,4575309536.20 
600803,6/30/2015,A,3870797458.10 ,4465788245.51 
600803,3/31/2015,A,4545402030.55 ,5117659120.55 
600804,9/30/2015,A,5491081678.26 ,5544470772.50 
600804,6/30/2015,A,5228268269.19 ,5275605747.77 
600804,3/31/2015,A,5109381284.19 ,5156965424.66 
600805,9/30/2015,A,6317491070.08 ,6924064767.60 
600805,6/30/2015,A,6453309012.45 ,7053715821.37 
600805,3/31/2015,A,6443832144.30 ,7035582814.67 
600806,9/30/2015,A,1041368617.89 ,1118563424.80 
600806,6/30/2015,A,1066176993.26 ,1146096125.06 
600806,3/31/2015,A,1086947905.27 ,1170655466.10 
600807,9/30/2015,A,1579124409.74 ,1579880907.03 
600807,6/30/2015,A,536413377.05 ,537125652.38 
600807,3/31/2015,A,573020820.96 ,708984078.45 
600808,9/30/2015,A,20679108681.00 ,23047629757.00 
600808,6/30/2015,A,22012631920.00 ,24478938231.00 
600808,3/31/2015,A,22625757277.00 ,25147933232.00 
600809,9/30/2015,A,4267717257.11 ,4323878407.38 
600809,6/30/2015,A,4185027097.42 ,4241014261.61 
600809,3/31/2015,A,4122488867.56 ,4176875069.76 
600810,9/30/2015,A,2330583478.84 ,2590171035.32 
600810,6/30/2015,A,2327725641.56 ,2579881360.09 
600810,3/31/2015,A,2327596807.26 ,2581636462.77 
600811,9/30/2015,A,10050463036.76 ,10519754067.19 
600811,6/30/2015,A,10396204321.66 ,10873065621.76 
600811,3/31/2015,A,10419308300.98 ,10909564404.39 
600812,9/30/2015,A,5256509430.00 ,5287151103.23 
600812,6/30/2015,A,5233173451.02 ,5264472131.57 
600812,3/31/2015,A,5221176534.98 ,5258603806.76 
600814,9/30/2015,A,1950149481.39 ,2634706460.70 
600814,6/30/2015,A,1918407248.36 ,2577228011.60 
600814,3/31/2015,A,1936041342.07 ,2615187120.70 
600815,9/30/2015,A,3782004256.19 ,3880383061.92 
600815,6/30/2015,A,3891607510.31 ,3977635088.35 
600815,3/31/2015,A,3982144866.55 ,4065236932.52 
600816,9/30/2015,A,5839867940.34 ,5839867940.34 
600816,6/30/2015,A,5512140078.00 ,5512140078.00 
600816,3/31/2015,A,2010485403.31 ,2010485403.31 
600817,9/30/2015,A,107066909.53 ,240408086.74 
600817,6/30/2015,A,108292785.97 ,242394148.62 
600817,3/31/2015,A,107734994.92 ,240801611.16 
600818,9/30/2015,A,453498385.86 ,514762963.21 
600818,6/30/2015,A,412267608.30 ,479650439.50 
600818,3/31/2015,A,383090895.87 ,451444750.72 
600819,9/30/2015,A,3070427694.20 ,3762123204.29 
600819,6/30/2015,A,3080278579.67 ,3784769627.56 
600819,3/31/2015,A,3136101456.38 ,3845724018.25 
600820,9/30/2015,A,16104877273.83 ,16500055749.15 
600820,6/30/2015,A,16267488917.41 ,16657426546.23 
600820,3/31/2015,A,15922013535.95 ,16275638725.29 
600821,9/30/2015,A,603153489.73 ,603153489.73 
600821,6/30/2015,A,602157342.79 ,602157342.79 
600821,3/31/2015,A,600996914.21 ,600996914.21 
600822,9/30/2015,A,364783452.34 ,417406367.61 
600822,6/30/2015,A,876054797.34 ,1121446944.66 
600822,3/31/2015,A,998341199.22 ,1241343204.50 
600823,9/30/2015,A,16820057409.75 ,21526520258.76 
600823,6/30/2015,A,16840320354.21 ,21566056978.29 
600823,3/31/2015,A,16282195865.67 ,20530758381.11 
600824,9/30/2015,A,1912526031.18 ,1989174401.17 
600824,6/30/2015,A,1862731976.85 ,1942374846.04 
600824,3/31/2015,A,1851985539.03 ,1929619813.36 
600825,9/30/2015,A,2539063869.46 ,2559564439.06 
600825,6/30/2015,A,2551946529.57 ,2573286153.48 
600825,3/31/2015,A,2539274771.90 ,2551424850.51 
600826,9/30/2015,A,2859761504.08 ,2898706260.04 
600826,6/30/2015,A,3873473281.35 ,3907742665.56 
600826,3/31/2015,A,3960987023.17 ,3993375898.81 
600827,9/30/2015,A,14922454418.38 ,18692649235.94 
600827,6/30/2015,A,16409341622.02 ,19570467895.18 
600827,3/31/2015,A,16654216993.44 ,19891025098.44 
600828,9/30/2015,A,1302200095.53 ,1318027590.79 
600828,6/30/2015,A,1288199765.75 ,1304183676.97 
600828,3/31/2015,A,1262860327.29 ,1279036847.42 
600829,9/30/2015,A,1421784074.17 ,1421784074.17 
600829,6/30/2015,A,1388819277.32 ,1388819277.32 
600829,3/31/2015,A,1347388709.36 ,1347388709.36 
600830,9/30/2015,A,1937377756.22 ,2127397988.80 
600830,6/30/2015,A,2000969006.65 ,2189386674.49 
600830,3/31/2015,A,1981516607.54 ,2168423458.28 
600831,9/30/2015,A,1873792834.56 ,1925716321.90 
600831,6/30/2015,A,1863637398.61 ,1916437258.60 
600831,3/31/2015,A,1835386999.65 ,1887356985.95 
600832,3/31/2015,A,9992674307.01 ,11418207599.31 
600833,9/30/2015,A,734611629.55 ,741618945.44 
600833,6/30/2015,A,797627229.28 ,804634545.17 
600833,3/31/2015,A,706222982.50 ,713230298.39 
600834,9/30/2015,A,1380970979.13 ,1380970979.13 
600834,6/30/2015,A,1396858068.54 ,1396858068.54 
600834,3/31/2015,A,1378866475.01 ,1378866475.01 
600835,9/30/2015,A,7972159225.58 ,10150002302.44 
600835,6/30/2015,A,6890582918.93 ,8793691583.77 
600835,3/31/2015,A,6419303426.36 ,8920783725.55 
600836,9/30/2015,A,862385811.94 ,932877028.78 
600836,6/30/2015,A,861901802.32 ,959475246.82 
600836,3/31/2015,A,417935790.44 ,588034093.85 
600837,9/30/2015,A,103207500025.93 ,111846002936.49 
600837,6/30/2015,A,102537938882.20 ,111480837139.32 
600837,3/31/2015,A,72835008002.10 ,77160666608.51 
600838,9/30/2015,A,1010515941.19 ,1010515941.19 
600838,6/30/2015,A,990880537.51 ,990880537.51 
600838,3/31/2015,A,770459624.44 ,770459624.44 
600839,9/30/2015,A,13577021668.58 ,19277237146.19 
600839,6/30/2015,A,13892165056.64 ,19511916799.94 
600839,3/31/2015,A,14097475892.28 ,19596378314.96 
600841,9/30/2015,A,3443122841.00 ,3448551286.17 
600841,6/30/2015,A,3459147146.40 ,3465053798.09 
600841,3/31/2015,A,3473156219.86 ,3479439774.50 
600843,9/30/2015,A,1741879425.33 ,1931162252.10 
600843,6/30/2015,A,1733510139.91 ,1913275553.82 
600843,3/31/2015,A,1652088072.90 ,1692069560.08 
600844,9/30/2015,A,848657789.29 ,1604569062.49 
600844,6/30/2015,A,861398176.86 ,1625978173.70 
600844,3/31/2015,A,847403219.12 ,1595664217.45 
600845,9/30/2015,A,2679147216.31 ,2750204263.58 
600845,6/30/2015,A,2606105586.19 ,2676553388.66 
600845,3/31/2015,A,2520979361.70 ,2595911570.06 
600846,9/30/2015,A,1700913678.77 ,2527306385.11 
600846,6/30/2015,A,1685914782.44 ,2500842097.07 
600846,3/31/2015,A,1732394878.11 ,2551107709.63 
600847,9/30/2015,A,739278857.85 ,740400226.72 
600847,6/30/2015,A,716430289.75 ,717588709.30 
600847,3/31/2015,A,713017446.64 ,714075746.62 
600848,9/30/2015,A,2986835712.28 ,3260658573.29 
600848,6/30/2015,A,138090516.61 ,147881206.19 
600848,3/31/2015,A,132745042.08 ,143133465.81 
600850,9/30/2015,A,1517452360.35 ,1660020990.81 
600850,6/30/2015,A,1442106768.75 ,1578173730.82 
600850,3/31/2015,A,1441611697.74 ,1560659253.41 
600851,9/30/2015,A,3944745948.43 ,4178344479.16 
600851,6/30/2015,A,4794322064.90 ,5022968061.64 
600851,3/31/2015,A,5195997776.24 ,5402801161.27 
600853,9/30/2015,A,802226744.77 ,810947992.40 
600853,6/30/2015,A,788387049.93 ,796751345.17 
600853,3/31/2015,A,778298526.94 ,788364308.96 
600854,9/30/2015,A,1902317379.23 ,1863362598.97 
600854,6/30/2015,A,1931038773.62 ,1898709246.25 
600854,3/31/2015,A,1951633164.10 ,1925811050.82 
600855,9/30/2015,A,827823680.63 ,911287278.15 
600855,6/30/2015,A,844246315.95 ,932468857.48 
600855,3/31/2015,A,825433056.88 ,913179414.54 
600856,9/30/2015,A,1692325133.56 ,1940337278.50 
600856,6/30/2015,A,1634777495.89 ,1700413609.65 
600856,3/31/2015,A,893361105.89 ,957985933.24 
600857,9/30/2015,A,602889335.53 ,602889335.53 
600857,6/30/2015,A,598584499.47 ,598584499.47 
600857,3/31/2015,A,590655758.36 ,590655758.36 
600858,9/30/2015,A,2997318940.12 ,3301866565.62 
600858,6/30/2015,A,2980397577.01 ,3288031946.20 
600858,3/31/2015,A,3051111335.69 ,3361096994.40 
600859,9/30/2015,A,7228015949.16 ,7233052677.07 
600859,6/30/2015,A,7598636598.12 ,7603133033.33 
600859,3/31/2015,A,7190172861.34 ,7195203319.17 
600860,9/30/2015,A,838023472.52 ,1327124061.88 
600860,6/30/2015,A,871692232.63 ,1377956717.78 
600860,3/31/2015,A,894010303.19 ,1411734673.46 
600861,9/30/2015,A,2285409692.58 ,2327812797.67 
600861,6/30/2015,A,2250087185.39 ,2335856818.50 
600861,3/31/2015,A,2287477206.29 ,2372375712.67 
600862,9/30/2015,A,981772311.28 ,1029577122.03 
600862,6/30/2015,A,1023669572.86 ,1069518060.19 
600862,3/31/2015,A,1023144745.70 ,1070796914.74 
600863,9/30/2015,A,10564523311.28 ,14173632837.60 
600863,6/30/2015,A,10097865623.26 ,14056249119.87 
600863,3/31/2015,A,10668154221.98 ,14417368769.20 
600864,9/30/2015,A,3264696310.72 ,3385543954.13 
600864,6/30/2015,A,4354054961.55 ,4485224551.29 
600864,3/31/2015,A,4623055737.79 ,4754478497.71 
600865,9/30/2015,A,1441960653.77 ,1441960653.77 
600865,6/30/2015,A,1404210848.36 ,1404210848.36 
600865,3/31/2015,A,1372720414.70 ,1372720414.70 
600866,9/30/2015,A,1295377071.96 ,1288028470.19 
600866,6/30/2015,A,1362556649.60 ,1355210410.73 
600866,3/31/2015,A,1421259560.72 ,1413916667.23 
600867,9/30/2015,A,2329997580.48 ,2351142825.65 
600867,6/30/2015,A,2175385820.46 ,2197088197.16 
600867,3/31/2015,A,2264412729.41 ,2286425233.31 
600868,9/30/2015,A,2124322306.14 ,2145120005.81 
600868,6/30/2015,A,2117003806.02 ,2140385796.53 
600868,3/31/2015,A,2098201189.00 ,2123373978.57 
600869,9/30/2015,A,3206153768.33 ,3356220338.52 
600869,6/30/2015,A,3176350066.20 ,3335486773.94 
600869,3/31/2015,A,3154854664.34 ,3331882368.67 
600870,9/30/2015,A,11910837.67 ,11910837.67 
600870,6/30/2015,A,6391773.96 ,6391773.96 
600870,3/31/2015,A,7706787.74 ,7706787.74 
600871,9/30/2015,A,22780717000.00 ,22779735000.00 
600871,6/30/2015,A,23401862000.00 ,23400805000.00 
600871,3/31/2015,A,24349809000.00 ,24348776000.00 
600872,9/30/2015,A,2435561785.62 ,2711182029.19 
600872,6/30/2015,A,2370051766.05 ,2639459778.70 
600872,3/31/2015,A,2407878667.98 ,2671145567.60 
600873,9/30/2015,A,8284875698.77 ,8514221490.13 
600873,6/30/2015,A,8239396002.72 ,8463271029.51 
600873,3/31/2015,A,8397853280.54 ,8569416752.18 
600874,9/30/2015,A,4397390000.00 ,4578244000.00 
600874,6/30/2015,A,4252013000.00 ,4425636000.00 
600874,3/31/2015,A,4141761000.00 ,4312386000.00 
600875,9/30/2015,A,22855665985.14 ,23779013034.16 
600875,6/30/2015,A,22781708132.20 ,23718144100.56 
600875,3/31/2015,A,22924868323.71 ,23850598344.71 
600876,9/30/2015,A,-86857551.33 ,-182833676.34 
600876,6/30/2015,A,-64656645.20 ,-158268635.38 
600876,3/31/2015,A,17381327.47 ,-74013219.75 
600877,9/30/2015,A,36163013.39 ,20942443.24 
600877,6/30/2015,A,109703936.50 ,94940984.92 
600877,3/31/2015,A,157106437.92 ,142410678.11 
600879,9/30/2015,A,5358276240.61 ,5529518918.64 
600879,6/30/2015,A,5309295206.88 ,5477689224.40 
600879,3/31/2015,A,5253478845.02 ,5418173794.63 
600880,9/30/2015,A,3620549889.61 ,3989819952.16 
600880,6/30/2015,A,3587028042.64 ,4107436321.69 
600880,3/31/2015,A,3657400165.00 ,4168168996.34 
600881,9/30/2015,A,11732748664.40 ,14528336614.30 
600881,6/30/2015,A,11781391328.94 ,14607221433.48 
600881,3/31/2015,A,8062820125.01 ,11906663625.20 
600882,9/30/2015,A,1313769086.83 ,1331403215.88 
600882,6/30/2015,A,1340668218.13 ,1354517604.68 
600882,3/31/2015,A,1357120417.05 ,1370775672.11 
600883,9/30/2015,A,711239012.18 ,713332459.69 
600883,6/30/2015,A,711734717.05 ,711734717.05 
600883,3/31/2015,A,638011014.90 ,638011014.90 
600884,9/30/2015,A,4308192560.69 ,4506000854.86 
600884,6/30/2015,A,4981008569.35 ,5148440046.55 
600884,3/31/2015,A,4550971037.68 ,4734511206.57 
600885,9/30/2015,A,2842030635.57 ,3782315889.68 
600885,6/30/2015,A,2708381306.91 ,3595660450.16 
600885,3/31/2015,A,2710612891.00 ,3608977378.08 
600886,9/30/2015,A,25675663591.33 ,48209056999.83 
600886,6/30/2015,A,23589530277.37 ,43334297842.99 
600886,3/31/2015,A,24346784122.63 ,46140849608.44 
600887,9/30/2015,A,19307661042.15 ,19468515102.72 
600887,6/30/2015,A,18803057119.73 ,18990519450.23 
600887,3/31/2015,A,19939329258.01 ,20127809774.79 
600888,9/30/2015,A,3230799950.02 ,3258798814.69 
600888,6/30/2015,A,3222716888.19 ,3250715752.86 
600888,3/31/2015,A,3209148698.18 ,3243980474.50 
600889,9/30/2015,A,1393987782.23 ,1398708300.49 
600889,6/30/2015,A,935905906.21 ,1053689860.64 
600889,3/31/2015,A,933018872.85 ,1050802827.28 
600890,9/30/2015,A,300928329.56 ,302499371.16 
600890,6/30/2015,A,303399422.87 ,304970645.37 
600890,3/31/2015,A,311333973.27 ,312905446.12 
600891,9/30/2015,A,884423904.80 ,905741483.22 
600891,6/30/2015,A,867684909.55 ,888932255.09 
600891,3/31/2015,A,866939217.81 ,889383262.46 
600892,9/30/2015,A,4141016.20 ,21520117.46 
600892,6/30/2015,A,4605417.22 ,21956710.02 
600892,3/31/2015,A,7024153.52 ,24568550.89 
600893,9/30/2015,A,14423337780.07 ,17378649035.99 
600893,6/30/2015,A,14276550876.32 ,15970592125.97 
600893,3/31/2015,A,14277613641.55 ,15637292886.47 
600894,9/30/2015,A,6274944164.86 ,6461028938.96 
600894,6/30/2015,A,4619294667.14 ,4727930945.74 
600894,3/31/2015,A,4460116494.06 ,4570808969.69 
600895,9/30/2015,A,7267491333.26 ,7634873142.01 
600895,6/30/2015,A,7333958950.05 ,7694550301.55 
600895,3/31/2015,A,7413010525.77 ,7772215942.48 
600896,9/30/2015,A,1544190513.80 ,1986875740.08 
600896,6/30/2015,A,1933788414.51 ,2366788357.46 
600896,3/31/2015,A,2149785071.36 ,2559192591.22 
600897,9/30/2015,A,2942419352.93 ,3143595578.08 
600897,6/30/2015,A,2846760989.39 ,3046482326.86 
600897,3/31/2015,A,2877657191.65 ,3073103209.70 
600898,9/30/2015,A,366003122.64 ,366003122.64 
600898,6/30/2015,A,357729221.82 ,357729221.82 
600898,3/31/2015,A,352724396.49 ,352724396.49 
600900,9/30/2015,A,88532293357.83 ,88534707726.15 
600900,6/30/2015,A,85457496964.35 ,85459948843.99 
600900,3/31/2015,A,87905946312.06 ,87908283388.58 
600917,9/30/2015,A,3390386115.25 ,3668288428.39 
600917,6/30/2015,A,3317936029.31 ,3594614726.13 
600917,3/31/2015,A,3392647302.72 ,3667320294.35 
600958,9/30/2015,A,32110951153.54 ,32450801137.58 
600958,6/30/2015,A,33916004712.73 ,34249528821.90 
600958,3/31/2015,A,30751219528.46 ,31047494189.26 
600959,9/30/2015,A,11988335610.51 ,12656207405.00 
600959,6/30/2015,A,12224195962.75 ,12873760711.91 
600959,3/31/2015,A,8893715461.34 ,9569260869.35 
600960,9/30/2015,A,2039401462.02 ,2097924753.44 
600960,6/30/2015,A,2038627969.50 ,2096021488.24 
600960,3/31/2015,A,2032434849.27 ,2091291039.20 
600961,9/30/2015,A,273064746.02 ,270569391.26 
600961,6/30/2015,A,633531696.19 ,631085959.65 
600961,3/31/2015,A,658402945.18 ,655952784.42 
600962,9/30/2015,A,787641797.82 ,930961673.22 
600962,6/30/2015,A,774953923.55 ,922791224.34 
600962,3/31/2015,A,781348629.71 ,928424579.92 
600963,9/30/2015,A,5092469404.93 ,5092469404.93 
600963,6/30/2015,A,5191736104.42 ,5191736104.42 
600963,3/31/2015,A,5281244346.52 ,5281244346.52 
600965,9/30/2015,A,1596211911.35 ,1598109533.41 
600965,6/30/2015,A,933715737.42 ,935646859.61 
600965,3/31/2015,A,950302412.52 ,952267104.60 
600966,9/30/2015,A,3940260380.51 ,4281653598.49 
600966,6/30/2015,A,3932972746.10 ,4270486479.61 
600966,3/31/2015,A,3891885054.03 ,4229988266.92 
600967,9/30/2015,A,2240733717.84 ,2357597419.28 
600967,6/30/2015,A,2287033249.55 ,2401612904.59 
600967,3/31/2015,A,2313115646.89 ,2424887025.01 
600969,9/30/2015,A,2678650549.54 ,2974568006.42 
600969,6/30/2015,A,2578997356.69 ,2864351546.04 
600969,3/31/2015,A,2525794600.06 ,2818880317.28 
600970,9/30/2015,A,5158180842.93 ,5433091798.06 
600970,6/30/2015,A,5028754217.06 ,5299631796.06 
600970,3/31/2015,A,4497823420.96 ,4780898957.08 
600971,9/30/2015,A,6168143845.17 ,6357048832.29 
600971,6/30/2015,A,6469661586.82 ,6657838695.69 
600971,3/31/2015,A,6788363896.03 ,6981185635.44 
600973,9/30/2015,A,2091750649.17 ,2205588210.71 
600973,6/30/2015,A,2110360271.36 ,2188000232.99 
600973,3/31/2015,A,2092794360.71 ,2169691948.84 
600975,9/30/2015,A,1043164089.19 ,1113860612.49 
600975,6/30/2015,A,1009487171.45 ,1087339699.47 
600975,3/31/2015,A,489028171.86 ,574508547.51 
600976,9/30/2015,A,967209653.40 ,984980539.19 
600976,6/30/2015,A,958397514.91 ,990701220.55 
600976,3/31/2015,A,997235634.99 ,1028817410.84 
600978,9/30/2015,A,6747263335.40 ,6752875237.23 
600978,6/30/2015,A,6549958335.27 ,6557253548.92 
600978,3/31/2015,A,6496556831.51 ,6504756571.04 
600979,9/30/2015,A,1532877704.07 ,2080062982.93 
600979,6/30/2015,A,1485181981.75 ,2024088312.79 
600979,3/31/2015,A,1411741599.63 ,1936774219.53 
600980,9/30/2015,A,227054051.14 ,227054051.14 
600980,6/30/2015,A,225506279.55 ,225506279.55 
600980,3/31/2015,A,226672004.16 ,226672004.16 
600981,9/30/2015,A,4415596208.82 ,5335929409.34 
600981,6/30/2015,A,1009639111.99 ,1097419086.84 
600981,3/31/2015,A,965785565.47 ,1055221319.12 
600982,9/30/2015,A,2358571003.02 ,2539669180.92 
600982,6/30/2015,A,2428875994.39 ,2606692856.37 
600982,3/31/2015,A,2383016506.16 ,2557639951.75 
600983,9/30/2015,A,4412310947.72 ,4412310947.72 
600983,6/30/2015,A,4266170043.38 ,4266170043.38 
600983,3/31/2015,A,4214484380.07 ,4214484380.07 
600984,9/30/2015,A,2500096626.42 ,2500096626.42 
600984,6/30/2015,A,556067358.67 ,556067358.67 
600984,3/31/2015,A,572694544.68 ,572694544.68 
600985,9/30/2015,A,1109912611.84 ,1210912242.27 
600985,6/30/2015,A,1114541258.37 ,1210965794.62 
600985,3/31/2015,A,1083816922.04 ,1182451087.23 
600986,9/30/2015,A,3783605600.82 ,3822226110.83 
600986,6/30/2015,A,777787293.74 ,814030850.07 
600986,3/31/2015,A,765563987.34 ,797996513.28 
600987,9/30/2015,A,2614705000.43 ,2947702152.20 
600987,6/30/2015,A,2489430729.11 ,2800352601.58 
600987,3/31/2015,A,2487643070.83 ,2774766195.70 
600988,9/30/2015,A,2000758729.15 ,2051872035.65 
600988,6/30/2015,A,2027378595.20 ,2027378595.20 
600988,3/31/2015,A,1927378319.65 ,1927378319.65 
